,California,Florida,New York,Arizona,Massachusetts,Texas,Colorado,New Jersey,Georgia,Nevada,North Carolina,Montana,Tennessee,Illinois,Oregon,Minnesota,the District of Columbia,New Hampshire,Washington,Michigan,Connecticut,Missouri,Hawaii,Ohio,Utah,Virginia,Idaho,Vermont,Alabama,Rhode Island,Kansas,South Carolina,Maryland,New Mexico,Wisconsin,Pennsylvania,Nebraska,Arkansas,Alaska,Kentucky,West Virginia,South Dakota,Indiana,Maine,Wyoming,Mississippi,Delaware,Iowa,Oklahoma,Louisiana,North Dakota
2004-07-01,394163.0,182165.0,222745.0,178444.0,356973.0,129974.0,240609.0,315430.0,163130.0,262098.0,152112.0,,129267.0,203518.0,202442.0,209241.0,347061.0,242050.0,225158.0,150534.0,271277.0,131696.0,365011.0,129652.0,193864.0,213372.0,145446.0,186197.0,116559.0,275598.0,111610.0,145205.0,258167.0,150125.0,154003.0,143745.0,124763.0,95969.0,190291.0,108164.0,81916.0,132968.0,113598.0,189630.0,159824.0,98103.0,213165.0,112637.0,93961.0,129298.0,
2004-08-01,402454.0,185325.0,224923.0,181159.0,359714.0,130472.0,241199.0,319706.0,163642.0,271417.0,152533.0,,129754.0,204954.0,204416.0,210508.0,352753.0,244001.0,227294.0,150946.0,274086.0,132248.0,373488.0,129969.0,194090.0,217742.0,146265.0,187356.0,117035.0,279428.0,111958.0,145902.0,263186.0,150998.0,155148.0,145198.0,125238.0,96448.0,191475.0,108454.0,82508.0,133871.0,113948.0,191157.0,161333.0,98491.0,215804.0,113037.0,94273.0,130055.0,
2004-09-01,410351.0,188416.0,227235.0,183730.0,363154.0,131107.0,241429.0,323849.0,164200.0,282491.0,152982.0,,130262.0,206176.0,206304.0,211695.0,359861.0,245803.0,229260.0,151334.0,276805.0,132715.0,380050.0,130281.0,194237.0,222068.0,146953.0,188542.0,117468.0,282508.0,113227.0,146692.0,268128.0,151583.0,156231.0,146665.0,125544.0,96941.0,193219.0,108744.0,83079.0,134673.0,114177.0,192435.0,162717.0,99033.0,218227.0,113388.0,94669.0,130670.0,
2004-10-01,418059.0,191316.0,229419.0,186434.0,366392.0,131651.0,241811.0,327934.0,164805.0,289711.0,153478.0,,130799.0,207435.0,208042.0,212782.0,368479.0,247707.0,231236.0,151783.0,279932.0,133149.0,386454.0,130578.0,194332.0,225743.0,147549.0,190161.0,117947.0,285921.0,114568.0,147502.0,272605.0,152161.0,157176.0,147863.0,125762.0,97436.0,194920.0,109089.0,83603.0,135337.0,114508.0,193471.0,163958.0,99598.0,221039.0,113763.0,95094.0,131315.0,
2004-11-01,424567.0,194008.0,231671.0,189105.0,369380.0,132133.0,242124.0,331632.0,165291.0,296777.0,153986.0,,131301.0,208706.0,209845.0,213768.0,376832.0,249708.0,233334.0,152167.0,283308.0,133661.0,392537.0,130901.0,194361.0,228925.0,148240.0,191993.0,118561.0,288984.0,115863.0,148388.0,276739.0,152719.0,158214.0,149179.0,126009.0,97926.0,196705.0,109413.0,84146.0,136013.0,114789.0,195540.0,165045.0,100011.0,224634.0,114029.0,95406.0,131951.0,
2004-12-01,431161.0,196867.0,233774.0,192511.0,371752.0,132552.0,242776.0,335111.0,165723.0,300732.0,154489.0,,131813.0,210146.0,211600.0,214793.0,382188.0,251798.0,235779.0,152560.0,286268.0,134237.0,399890.0,131207.0,194317.0,232150.0,148960.0,193965.0,119205.0,292327.0,116297.0,149219.0,280790.0,153377.0,159203.0,150457.0,126473.0,98402.0,198229.0,109743.0,84677.0,136515.0,115141.0,197568.0,166365.0,100271.0,229184.0,114410.0,95724.0,132557.0,
2005-01-01,436837.0,199908.0,235827.0,196076.0,374029.0,133131.0,243438.0,338449.0,166058.0,304276.0,154840.0,,132283.0,211447.0,213164.0,216140.0,383837.0,253888.0,238247.0,152981.0,288463.0,134785.0,405265.0,131566.0,194301.0,235513.0,149870.0,195762.0,119709.0,295451.0,116866.0,150041.0,284998.0,154012.0,159666.0,151817.0,126959.0,99035.0,199668.0,110087.0,85276.0,137236.0,115996.0,200546.0,167684.0,100441.0,232346.0,114713.0,96109.0,132856.0,
2005-02-01,443513.0,203214.0,237863.0,200597.0,377007.0,133633.0,243902.0,341636.0,166414.0,310354.0,155291.0,184978.0,132900.0,212787.0,214972.0,217595.0,388537.0,255798.0,240357.0,153294.0,290275.0,135280.0,412246.0,131958.0,194688.0,238758.0,150949.0,197638.0,120091.0,298566.0,117368.0,150869.0,288983.0,154660.0,160031.0,152803.0,127413.0,99746.0,200942.0,110491.0,85923.0,138126.0,117018.0,203126.0,168669.0,100821.0,234386.0,115106.0,96500.0,133070.0,
2005-03-01,450413.0,206972.0,239696.0,205164.0,380085.0,134133.0,244431.0,345044.0,166800.0,316525.0,155694.0,184960.0,133594.0,214105.0,217269.0,218741.0,394971.0,257845.0,242945.0,153618.0,292781.0,135760.0,419342.0,132358.0,195237.0,242313.0,152322.0,199505.0,120374.0,301242.0,117811.0,151852.0,292982.0,155560.0,160450.0,153837.0,127888.0,100507.0,201975.0,110991.0,86417.0,138984.0,118053.0,205531.0,169423.0,101311.0,236012.0,115424.0,96865.0,133220.0,
2005-04-01,458365.0,211372.0,241713.0,210856.0,383365.0,134515.0,245068.0,349137.0,167363.0,325255.0,156302.0,185785.0,134383.0,215613.0,220573.0,220083.0,403405.0,260303.0,246126.0,153870.0,295696.0,136266.0,429115.0,132727.0,196059.0,246445.0,153628.0,201959.0,120713.0,304598.0,118077.0,152802.0,297886.0,156504.0,161418.0,155024.0,128325.0,101206.0,203174.0,111497.0,86880.0,139756.0,118529.0,206789.0,169950.0,101912.0,238386.0,115925.0,97180.0,133797.0,
2005-05-01,465652.0,216183.0,243861.0,217412.0,385947.0,134910.0,245955.0,353599.0,168032.0,330146.0,156902.0,186823.0,135164.0,217182.0,224147.0,221452.0,409172.0,262471.0,249848.0,154236.0,298922.0,136896.0,438731.0,133034.0,196723.0,251405.0,155226.0,204022.0,121091.0,307403.0,118478.0,153767.0,303339.0,157532.0,162648.0,156514.0,128853.0,101865.0,204890.0,111989.0,87459.0,140433.0,119036.0,208023.0,170914.0,102414.0,242039.0,116580.0,97526.0,134427.0,
2005-06-01,472231.0,221377.0,246057.0,225876.0,387495.0,135315.0,246756.0,358230.0,168771.0,334284.0,157671.0,188168.0,135995.0,218726.0,228073.0,222850.0,414947.0,264220.0,254157.0,154478.0,301997.0,137535.0,449286.0,133360.0,197526.0,256106.0,157281.0,205852.0,121571.0,309847.0,118342.0,154780.0,309431.0,158631.0,163972.0,158207.0,129250.0,102530.0,206121.0,112420.0,88218.0,141284.0,119693.0,209054.0,171895.0,103095.0,244505.0,117375.0,97821.0,135319.0,
2005-07-01,478611.0,226887.0,248408.0,235088.0,388337.0,135630.0,247450.0,362508.0,169407.0,336542.0,158488.0,189126.0,136922.0,220195.0,232121.0,223839.0,421679.0,265553.0,258774.0,154639.0,304947.0,138174.0,460000.0,133650.0,198452.0,260604.0,159754.0,207443.0,122108.0,311555.0,118348.0,156029.0,315667.0,160128.0,165285.0,159961.0,129713.0,103224.0,207633.0,112846.0,89003.0,142028.0,120376.0,210251.0,173255.0,103657.0,246757.0,118213.0,98124.0,136265.0,
2005-08-01,485241.0,232509.0,250856.0,243738.0,388778.0,135928.0,248114.0,366732.0,170028.0,340388.0,159373.0,190692.0,137844.0,221646.0,236552.0,224572.0,429476.0,267021.0,263923.0,154851.0,308105.0,138802.0,470489.0,133977.0,199537.0,264560.0,162818.0,209436.0,122652.0,313995.0,118342.0,157289.0,321998.0,161862.0,166508.0,161771.0,130043.0,103829.0,209069.0,113251.0,89331.0,142934.0,120821.0,211336.0,174340.0,104461.0,248733.0,118928.0,98432.0,137407.0,
2005-09-01,491879.0,237861.0,253427.0,252610.0,390010.0,136231.0,248649.0,370687.0,170652.0,343232.0,160198.0,192535.0,138734.0,223275.0,241067.0,225448.0,436396.0,268571.0,268444.0,155114.0,311175.0,139439.0,480160.0,134269.0,200719.0,268662.0,165793.0,211791.0,123207.0,316732.0,118959.0,158490.0,327267.0,163888.0,167528.0,163390.0,130433.0,104475.0,211139.0,113629.0,89644.0,143946.0,121104.0,212573.0,175566.0,105238.0,251663.0,119482.0,98791.0,138468.0,
2005-10-01,498341.0,242640.0,255983.0,259861.0,391358.0,136440.0,249301.0,374690.0,171274.0,345110.0,161080.0,194564.0,139531.0,224836.0,245088.0,226253.0,441224.0,270069.0,272366.0,155384.0,314343.0,140106.0,487826.0,134570.0,201943.0,272176.0,171780.0,214052.0,123893.0,319284.0,119213.0,159599.0,332181.0,165779.0,168331.0,164842.0,130754.0,105116.0,213215.0,113907.0,89876.0,144873.0,121336.0,213600.0,176889.0,106258.0,255008.0,119835.0,99089.0,139723.0,
2005-11-01,503102.0,247060.0,258162.0,266726.0,392381.0,136740.0,249834.0,378479.0,171869.0,345958.0,161873.0,195759.0,140275.0,226189.0,248666.0,227167.0,445791.0,271383.0,275991.0,155569.0,317149.0,140693.0,495066.0,134859.0,203385.0,275466.0,176905.0,215876.0,124757.0,320949.0,119278.0,160664.0,335812.0,167684.0,168961.0,166174.0,131117.0,105887.0,215154.0,114229.0,90390.0,145382.0,121554.0,214462.0,178163.0,106999.0,257420.0,120194.0,99434.0,140928.0,
2005-12-01,507522.0,251226.0,260434.0,270626.0,392224.0,136933.0,250400.0,381977.0,172415.0,346244.0,162655.0,196926.0,141010.0,227488.0,252450.0,227785.0,450191.0,272625.0,279346.0,155760.0,319355.0,141249.0,502569.0,135111.0,204858.0,278035.0,180919.0,217507.0,125678.0,322095.0,119533.0,161774.0,340077.0,169541.0,169455.0,167436.0,131372.0,106562.0,217246.0,114552.0,90880.0,145643.0,121723.0,215274.0,179436.0,107426.0,259526.0,120543.0,99765.0,142291.0,
2006-01-01,511096.0,255156.0,262336.0,272173.0,391850.0,137159.0,250959.0,384802.0,172981.0,346775.0,163367.0,197696.0,141602.0,228808.0,255932.0,228309.0,454792.0,273641.0,282256.0,155960.0,320926.0,141682.0,511022.0,135301.0,206181.0,280382.0,182185.0,218819.0,126583.0,322296.0,119943.0,162771.0,343174.0,171323.0,169797.0,168520.0,131705.0,107131.0,219062.0,114890.0,91399.0,146093.0,121678.0,216141.0,180608.0,107787.0,261535.0,120809.0,100131.0,143735.0,
2006-02-01,514407.0,258812.0,264120.0,275681.0,390937.0,137454.0,251282.0,387616.0,173561.0,346838.0,164089.0,199172.0,142299.0,230090.0,259020.0,228719.0,458408.0,273585.0,285499.0,156130.0,321457.0,142073.0,519664.0,135448.0,207685.0,282776.0,183666.0,220232.0,127474.0,323126.0,120493.0,164090.0,346635.0,173143.0,170194.0,169453.0,132050.0,107657.0,220015.0,115177.0,91494.0,146671.0,121678.0,216487.0,181946.0,108389.0,264000.0,121015.0,100579.0,145180.0,
2006-03-01,517669.0,262789.0,265513.0,280047.0,390568.0,137842.0,251577.0,390461.0,174099.0,349213.0,164893.0,200677.0,143006.0,231365.0,262115.0,229035.0,462283.0,273402.0,288890.0,156174.0,323075.0,142406.0,525884.0,135589.0,209387.0,285219.0,185682.0,221963.0,128498.0,324446.0,120779.0,165215.0,350233.0,174915.0,170505.0,170359.0,132456.0,108193.0,220513.0,115470.0,91472.0,147123.0,121533.0,216676.0,183250.0,109309.0,266541.0,121202.0,101101.0,146652.0,
2006-04-01,520522.0,267211.0,266709.0,285006.0,390258.0,138364.0,251862.0,393683.0,174636.0,351999.0,165748.0,202567.0,143858.0,232442.0,265823.0,229370.0,465489.0,273740.0,293067.0,156063.0,324732.0,142759.0,532263.0,135754.0,211607.0,287342.0,188667.0,223402.0,129567.0,326655.0,121123.0,166473.0,354481.0,177220.0,170864.0,171371.0,132831.0,108751.0,221102.0,115762.0,91299.0,147290.0,121580.0,216360.0,184738.0,110379.0,268871.0,121418.0,101588.0,147902.0,
2006-05-01,523489.0,271194.0,267883.0,287375.0,390024.0,138991.0,252548.0,396559.0,175132.0,354858.0,166684.0,204169.0,144659.0,233615.0,270068.0,229549.0,467960.0,274379.0,297073.0,155842.0,326952.0,143096.0,535344.0,135923.0,213932.0,288651.0,191565.0,224990.0,130593.0,327453.0,121366.0,167637.0,358525.0,179372.0,171141.0,172541.0,133202.0,109267.0,222566.0,116017.0,91644.0,147676.0,121731.0,216395.0,186507.0,111074.0,270940.0,121652.0,101984.0,148848.0,
2006-06-01,525182.0,274341.0,269148.0,288408.0,389266.0,139616.0,253135.0,398933.0,175704.0,355633.0,167585.0,205783.0,145493.0,234326.0,274701.0,229841.0,468671.0,274740.0,300816.0,155544.0,327774.0,143452.0,538562.0,136065.0,217055.0,289487.0,195380.0,226239.0,131559.0,327491.0,121607.0,169001.0,361448.0,181642.0,171358.0,173812.0,133496.0,109768.0,223978.0,116240.0,92025.0,148197.0,122191.0,216148.0,188344.0,111834.0,272493.0,121901.0,102352.0,149706.0,
2006-07-01,525456.0,276244.0,270304.0,288061.0,387138.0,140208.0,253420.0,400215.0,176299.0,355756.0,168513.0,207249.0,146327.0,234930.0,278753.0,229760.0,467687.0,274221.0,304251.0,155237.0,328423.0,143816.0,540815.0,136185.0,220895.0,290296.0,197573.0,227532.0,132446.0,326300.0,121891.0,170372.0,363933.0,183413.0,171479.0,174905.0,133731.0,110235.0,225533.0,116433.0,92351.0,148881.0,122634.0,215893.0,190205.0,112292.0,274034.0,122218.0,102732.0,150411.0,
2006-08-01,525191.0,277452.0,271313.0,286643.0,384807.0,140699.0,253742.0,400525.0,176911.0,355235.0,169469.0,208766.0,147183.0,235397.0,282306.0,229598.0,466808.0,273926.0,307358.0,154873.0,328447.0,144140.0,543046.0,136237.0,224962.0,290760.0,199713.0,228834.0,133403.0,325031.0,122340.0,171543.0,365702.0,185364.0,171659.0,175716.0,133770.0,110669.0,227345.0,116629.0,92591.0,149180.0,123020.0,215956.0,191539.0,113196.0,275353.0,122541.0,103099.0,151218.0,
2006-09-01,523599.0,277682.0,271826.0,284350.0,382000.0,141270.0,253674.0,400296.0,177418.0,354301.0,170370.0,209948.0,147934.0,235767.0,284081.0,229078.0,465808.0,273395.0,309975.0,154480.0,328346.0,144494.0,545509.0,136218.0,228759.0,290612.0,201499.0,229984.0,134174.0,322989.0,122726.0,172513.0,366841.0,187183.0,171953.0,176219.0,133909.0,111102.0,229365.0,116937.0,92904.0,149548.0,123307.0,216356.0,192836.0,114053.0,276453.0,122841.0,103401.0,151838.0,
2006-10-01,522235.0,277316.0,272208.0,283279.0,379758.0,142029.0,253475.0,399485.0,177860.0,352544.0,171174.0,211193.0,148645.0,235950.0,285434.0,228782.0,464155.0,272441.0,312110.0,154029.0,327786.0,144880.0,545814.0,136149.0,232009.0,290131.0,200647.0,231201.0,134865.0,321168.0,123163.0,173300.0,366978.0,188975.0,172275.0,176636.0,134089.0,111383.0,231143.0,117247.0,93368.0,149620.0,123704.0,217044.0,194306.0,115109.0,277724.0,123112.0,103726.0,152415.0,
2006-11-01,520817.0,276682.0,272355.0,281353.0,377224.0,142682.0,252982.0,398453.0,178147.0,350251.0,171811.0,212474.0,149196.0,236057.0,286427.0,228365.0,461643.0,271394.0,313400.0,153511.0,327035.0,145248.0,547121.0,136006.0,235034.0,289737.0,200995.0,232438.0,135196.0,319023.0,123517.0,173860.0,366996.0,190439.0,172471.0,176968.0,134385.0,111642.0,232387.0,117554.0,93564.0,149994.0,123982.0,217314.0,195956.0,115845.0,277917.0,123377.0,104046.0,153038.0,
2006-12-01,519702.0,275612.0,272618.0,279542.0,375160.0,143340.0,252884.0,396897.0,178539.0,348922.0,172402.0,213906.0,149679.0,236301.0,287565.0,228263.0,459667.0,270180.0,314237.0,152874.0,326383.0,145509.0,546980.0,135811.0,237665.0,289562.0,200916.0,233557.0,135488.0,317577.0,123935.0,174324.0,366714.0,191532.0,172557.0,177252.0,134566.0,111842.0,233788.0,117721.0,93661.0,150451.0,124259.0,217487.0,197370.0,116390.0,278084.0,123672.0,104363.0,153592.0,
2007-01-01,518829.0,274422.0,272805.0,277571.0,373773.0,143564.0,252837.0,395462.0,178873.0,347280.0,173036.0,214959.0,149971.0,236825.0,288294.0,228247.0,459423.0,269234.0,314845.0,152151.0,326281.0,145679.0,547540.0,135628.0,240413.0,289285.0,202835.0,234714.0,135612.0,315749.0,124233.0,174742.0,366624.0,192299.0,172793.0,177568.0,134712.0,112047.0,234971.0,117863.0,93602.0,151297.0,124331.0,217639.0,198439.0,116821.0,277119.0,123911.0,104616.0,154100.0,
2007-02-01,517649.0,273225.0,272956.0,276433.0,372832.0,143665.0,252659.0,394561.0,179276.0,346418.0,173621.0,215683.0,150344.0,237266.0,289029.0,228312.0,461206.0,268089.0,315958.0,151460.0,326350.0,145817.0,547423.0,135535.0,243064.0,289263.0,202704.0,235694.0,136158.0,314655.0,124480.0,175154.0,366396.0,192955.0,172954.0,177979.0,134790.0,112233.0,235820.0,118010.0,93738.0,151750.0,124450.0,217514.0,199282.0,117101.0,276912.0,124157.0,104788.0,154602.0,
2007-03-01,515863.0,271844.0,273237.0,276022.0,372328.0,143662.0,252592.0,394525.0,179645.0,345061.0,174324.0,216297.0,150820.0,237547.0,290085.0,228077.0,462713.0,267673.0,317897.0,150722.0,326381.0,145944.0,548178.0,135359.0,245819.0,289231.0,202489.0,236114.0,136740.0,313727.0,124746.0,175535.0,366702.0,193395.0,173182.0,178512.0,134871.0,112357.0,236217.0,118093.0,93942.0,151928.0,124457.0,217169.0,200334.0,117286.0,276842.0,124382.0,104932.0,155207.0,
2007-04-01,513626.0,270248.0,273249.0,275972.0,371612.0,144041.0,252845.0,394795.0,180050.0,343115.0,175026.0,217242.0,151398.0,237538.0,291825.0,227632.0,463729.0,266953.0,320325.0,150019.0,326036.0,146008.0,548709.0,135183.0,248312.0,289531.0,202765.0,236294.0,137502.0,312746.0,125127.0,175747.0,367001.0,194344.0,173260.0,178946.0,134920.0,112528.0,236809.0,118060.0,94185.0,151936.0,124581.0,216740.0,201574.0,117495.0,277565.0,124637.0,105109.0,155824.0,
2007-05-01,509903.0,268092.0,273486.0,275604.0,370772.0,144531.0,253412.0,394574.0,180363.0,340718.0,175802.0,217966.0,151935.0,237378.0,293529.0,226978.0,463926.0,266543.0,322225.0,149132.0,325571.0,146022.0,548823.0,134984.0,250877.0,289114.0,203442.0,236518.0,137801.0,311881.0,125542.0,176001.0,367091.0,195185.0,173283.0,179384.0,134908.0,112569.0,237704.0,118043.0,94377.0,152092.0,124525.0,216253.0,202860.0,117966.0,278404.0,124711.0,105361.0,156191.0,
2007-06-01,505971.0,265470.0,273409.0,274340.0,369535.0,145089.0,253961.0,393379.0,180541.0,337507.0,176517.0,218626.0,152393.0,237080.0,294584.0,226234.0,463811.0,265664.0,323305.0,148377.0,324691.0,145983.0,548695.0,134828.0,253944.0,288194.0,203862.0,236975.0,138010.0,309657.0,125840.0,176134.0,366486.0,196564.0,173231.0,179675.0,134530.0,112639.0,238447.0,118067.0,94531.0,152586.0,124480.0,215403.0,204251.0,118283.0,279447.0,124710.0,105688.0,156536.0,
2007-07-01,500752.0,262350.0,273472.0,272398.0,367880.0,145509.0,254300.0,391500.0,180591.0,333846.0,177097.0,218900.0,152751.0,236616.0,295102.0,225191.0,463717.0,265030.0,323726.0,147387.0,323693.0,145932.0,547329.0,134581.0,257008.0,286625.0,204245.0,237133.0,138016.0,308334.0,126079.0,176299.0,365430.0,197399.0,172971.0,180051.0,134423.0,112677.0,239193.0,118168.0,94639.0,152913.0,124298.0,214111.0,205054.0,118408.0,279780.0,124677.0,106067.0,156804.0,
2007-08-01,495657.0,258995.0,273555.0,269929.0,366309.0,145995.0,254430.0,389456.0,180591.0,330006.0,177631.0,219489.0,153015.0,236122.0,295160.0,224406.0,463506.0,264512.0,324251.0,146623.0,322889.0,145858.0,546716.0,134300.0,259973.0,285197.0,204610.0,237004.0,138147.0,306661.0,126404.0,176422.0,364393.0,198130.0,172866.0,180253.0,134354.0,112855.0,239869.0,118265.0,94775.0,153398.0,124229.0,214090.0,205770.0,118533.0,279802.0,124798.0,106395.0,157189.0,
2007-09-01,489715.0,255621.0,273524.0,266980.0,364787.0,146455.0,254043.0,387598.0,180392.0,325572.0,178017.0,220073.0,153078.0,235347.0,295104.0,223555.0,463488.0,263923.0,324355.0,145505.0,322406.0,145709.0,545396.0,134121.0,261901.0,284011.0,204900.0,237211.0,138228.0,305686.0,126713.0,176477.0,363329.0,198151.0,172777.0,180306.0,134461.0,112930.0,240809.0,118345.0,94836.0,153712.0,124110.0,214395.0,206247.0,118737.0,279308.0,124913.0,106630.0,157463.0,
2007-10-01,483593.0,252158.0,273766.0,264325.0,362964.0,146862.0,253408.0,385936.0,180095.0,321412.0,178316.0,220759.0,153038.0,234577.0,294574.0,222828.0,464196.0,263202.0,323436.0,144461.0,321806.0,145482.0,545257.0,133867.0,263355.0,283033.0,205071.0,237763.0,138302.0,304337.0,126987.0,176322.0,361519.0,198139.0,172828.0,180348.0,134012.0,113003.0,241725.0,118475.0,94909.0,154157.0,124135.0,215175.0,206923.0,118980.0,279205.0,125041.0,106768.0,157626.0,
2007-11-01,477547.0,248494.0,273922.0,260476.0,361141.0,147175.0,252443.0,384188.0,179560.0,314827.0,178524.0,221538.0,152768.0,233796.0,293524.0,221604.0,464363.0,262015.0,321726.0,143252.0,320584.0,145079.0,544734.0,133399.0,264619.0,281999.0,205293.0,238478.0,138233.0,303651.0,127039.0,176127.0,358491.0,198074.0,172724.0,180444.0,133661.0,112947.0,242422.0,118485.0,94922.0,154659.0,124372.0,214858.0,207442.0,119053.0,278516.0,125147.0,106924.0,157781.0,
2007-12-01,470904.0,244813.0,273943.0,256948.0,359326.0,147479.0,251419.0,382403.0,179090.0,308173.0,178638.0,222394.0,152436.0,232808.0,292257.0,220092.0,463747.0,260622.0,319932.0,142285.0,319181.0,144685.0,544497.0,132851.0,265887.0,280470.0,205774.0,239087.0,138087.0,302802.0,126997.0,175928.0,355342.0,198165.0,172613.0,180492.0,133306.0,112933.0,243009.0,118461.0,95017.0,155282.0,124727.0,214969.0,207819.0,118875.0,277249.0,125349.0,107040.0,157792.0,
2008-01-01,464521.0,240683.0,273941.0,253014.0,357408.0,147079.0,250227.0,380925.0,178283.0,299481.0,178711.0,223253.0,151871.0,231763.0,290376.0,218403.0,462770.0,259084.0,318248.0,141226.0,316574.0,144364.0,543615.0,132303.0,266506.0,278768.0,206230.0,240399.0,137812.0,301440.0,126921.0,175908.0,352956.0,198040.0,172425.0,180354.0,132922.0,112869.0,243537.0,118369.0,95150.0,156002.0,124936.0,215013.0,208042.0,118840.0,275196.0,125601.0,107046.0,157849.0,
2008-02-01,456471.0,236767.0,273672.0,248076.0,355176.0,146559.0,249250.0,379781.0,177455.0,290554.0,178742.0,223764.0,151411.0,229323.0,289211.0,216469.0,461567.0,257956.0,316792.0,139947.0,314120.0,144272.0,542399.0,131805.0,266229.0,276881.0,207077.0,240377.0,137580.0,299124.0,126876.0,175745.0,351135.0,197796.0,171961.0,180295.0,132319.0,112882.0,243500.0,118341.0,95330.0,156513.0,124955.0,215090.0,208289.0,118663.0,273558.0,125640.0,107109.0,157695.0,
2008-03-01,446819.0,232465.0,273465.0,242899.0,352778.0,145915.0,248298.0,378059.0,176441.0,281615.0,178815.0,223262.0,151042.0,228725.0,287572.0,214726.0,460084.0,256570.0,315344.0,138385.0,311203.0,144171.0,542589.0,131423.0,264953.0,274629.0,207027.0,240261.0,137306.0,296965.0,126951.0,175378.0,349082.0,197356.0,171225.0,180179.0,131813.0,112904.0,243719.0,118306.0,95438.0,156775.0,124890.0,214909.0,208506.0,118592.0,273021.0,125485.0,106919.0,157556.0,
2008-04-01,435600.0,228462.0,272990.0,236713.0,350675.0,145784.0,247523.0,375353.0,175707.0,274644.0,178828.0,222717.0,150901.0,226554.0,286182.0,213042.0,457915.0,255586.0,313289.0,136601.0,309381.0,143838.0,542966.0,131091.0,263105.0,272101.0,206664.0,239082.0,137140.0,294658.0,127019.0,174979.0,346387.0,196787.0,170408.0,180114.0,131556.0,112948.0,243481.0,118077.0,95536.0,156742.0,124763.0,213984.0,208496.0,118179.0,272757.0,125225.0,106968.0,157394.0,
2008-05-01,424103.0,223990.0,272266.0,232716.0,348943.0,145618.0,246568.0,371824.0,174976.0,269005.0,178724.0,222519.0,150777.0,226366.0,284069.0,211615.0,455916.0,253280.0,310637.0,134986.0,307929.0,143433.0,545114.0,130852.0,261037.0,269386.0,204901.0,238560.0,137043.0,291887.0,127186.0,174644.0,342679.0,196133.0,169763.0,179814.0,131387.0,112857.0,243653.0,117846.0,95637.0,156698.0,124596.0,212682.0,208136.0,117544.0,271997.0,125104.0,107012.0,157411.0,
2008-06-01,413409.0,219835.0,271348.0,228295.0,347383.0,145417.0,245697.0,368541.0,174175.0,262154.0,178392.0,222997.0,150558.0,223844.0,282010.0,210305.0,454019.0,251014.0,307757.0,133424.0,306706.0,142936.0,545217.0,130538.0,258858.0,267200.0,203393.0,237911.0,137064.0,289030.0,127285.0,174352.0,338223.0,195265.0,169358.0,179405.0,131263.0,112654.0,243467.0,117623.0,95820.0,156810.0,124458.0,210785.0,207594.0,116920.0,270020.0,124980.0,107310.0,157449.0,
2008-07-01,402362.0,215503.0,270160.0,223563.0,345456.0,145255.0,244572.0,365494.0,173162.0,254764.0,177905.0,223261.0,150161.0,222944.0,279940.0,208788.0,450732.0,248646.0,305170.0,131826.0,305013.0,142447.0,540375.0,130243.0,256768.0,264777.0,201876.0,237088.0,136989.0,285636.0,127251.0,173696.0,332975.0,194264.0,168910.0,178668.0,131110.0,112445.0,243427.0,117599.0,96033.0,156928.0,124223.0,209353.0,207224.0,116274.0,267861.0,124861.0,107373.0,157478.0,
2008-08-01,391960.0,210964.0,268965.0,217257.0,343219.0,144785.0,243594.0,362564.0,171993.0,247067.0,177390.0,222913.0,149617.0,220167.0,277607.0,206857.0,446504.0,246721.0,302204.0,129801.0,302617.0,141906.0,533241.0,129843.0,254390.0,262109.0,200471.0,236784.0,136659.0,282161.0,127281.0,172901.0,328094.0,193151.0,168359.0,177768.0,130891.0,112147.0,243651.0,117623.0,96168.0,157155.0,123838.0,207903.0,207065.0,115821.0,265458.0,124767.0,107356.0,157500.0,
2008-09-01,382506.0,206375.0,267615.0,211481.0,340325.0,144170.0,242815.0,359476.0,170779.0,239382.0,176860.0,222634.0,149013.0,218379.0,275125.0,204707.0,443250.0,244858.0,299125.0,127959.0,299733.0,141416.0,525772.0,129370.0,252499.0,259440.0,198924.0,236313.0,136334.0,278540.0,127253.0,172082.0,323380.0,192190.0,167632.0,176879.0,130487.0,111887.0,243638.0,117663.0,95339.0,157332.0,123350.0,206941.0,206841.0,115329.0,263530.0,124737.0,107356.0,157455.0,
2008-10-01,374585.0,201730.0,265950.0,206838.0,337336.0,143485.0,242217.0,356148.0,169392.0,232269.0,176325.0,222329.0,148496.0,215370.0,272513.0,202515.0,441924.0,242642.0,296218.0,126458.0,296859.0,140983.0,522365.0,128718.0,250607.0,257405.0,197213.0,235808.0,135846.0,274898.0,127280.0,171387.0,319223.0,190976.0,166576.0,176164.0,129949.0,111552.0,243854.0,117669.0,94381.0,157588.0,122999.0,206004.0,206486.0,114984.0,261239.0,124619.0,107465.0,157341.0,
2008-11-01,366428.0,197205.0,264181.0,200965.0,334383.0,142867.0,241414.0,352608.0,167562.0,224181.0,175603.0,222393.0,147918.0,212955.0,269967.0,200562.0,440424.0,241176.0,293347.0,125074.0,294247.0,140337.0,518818.0,128100.0,248881.0,255743.0,195476.0,235221.0,135498.0,271367.0,126994.0,170327.0,315958.0,189853.0,165347.0,175458.0,129352.0,111274.0,243787.0,117566.0,93444.0,157864.0,122648.0,205321.0,206273.0,114774.0,259591.0,124507.0,107389.0,156929.0,
